Bug_ID,Project,Bug_Number,Category,Change_Pattern,Blame_Suitable,Feasibility_Ratio,Total_Additions,Total_Deletions
Jsoup_30,Jsoup,30,SFMH,mix,1,0.23,8,27
Jsoup_31,Jsoup,31,MFMH,pure_deletion,0,0.00,0,9
Jsoup_32,Jsoup,32,SL,mix,1,0.50,1,1
Jsoup_33,Jsoup,33,SL,pure_deletion,0,0.00,0,1
Jsoup_34,Jsoup,34,SL,mix,1,0.50,1,1
Jsoup_35,Jsoup,35,SL,pure_deletion,0,0.00,0,1
Jsoup_36,Jsoup,36,SFMH,mix,1,0.05,1,18
Jsoup_37,Jsoup,37,SL,mix,1,0.50,1,1
Jsoup_38,Jsoup,38,SFMH,pure_deletion,0,0.00,0,3
Jsoup_39,Jsoup,39,SL,pure_deletion,0,0.00,0,1
Jsoup_40,Jsoup,40,SL,pure_addition,1,1.00,1,0
Jsoup_41,Jsoup,41,SL,mix,1,0.50,1,1
Jsoup_42,Jsoup,42,SFMH,mix,1,0.33,1,2
Jsoup_43,Jsoup,43,SL,mix,1,0.50,1,1
Jsoup_44,Jsoup,44,SFMH,pure_deletion,0,0.00,0,9
Jsoup_45,Jsoup,45,SL,mix,1,0.50,1,1
Jsoup_46,Jsoup,46,SL,mix,1,0.50,1,1
Jsoup_47,Jsoup,47,SL,mix,1,0.50,1,1
Jsoup_48,Jsoup,48,SFMH,mix,1,0.08,1,11
Jsoup_49,Jsoup,49,SFMH,mix,1,0.50,1,1
Jsoup_50,Jsoup,50,SFMH,mix,1,0.33,7,14
Jsoup_51,Jsoup,51,SL,mix,1,0.50,1,1
Jsoup_52,Jsoup,52,MFMH,mix,1,0.71,25,10
Jsoup_53,Jsoup,53,SFMH,pure_deletion,0,0.00,0,5
Jsoup_54,Jsoup,54,SL,pure_deletion,0,0.00,0,1
Jsoup_55,Jsoup,55,SL,pure_deletion,0,0.00,0,1
Jsoup_56,Jsoup,56,MFMH,mix,1,0.11,3,25
Jsoup_57,Jsoup,57,SL,mix,1,0.50,1,1
Jsoup_58,Jsoup,58,MFMH,mix,1,0.11,2,17
Jsoup_59,Jsoup,59,SFMH,pure_deletion,0,0.00,0,2
Jsoup_60,Jsoup,60,MFMH,pure_deletion,0,0.00,0,7
Jsoup_61,Jsoup,61,SL,mix,1,0.50,1,1
Jsoup_62,Jsoup,62,SL,mix,1,0.50,1,1
Jsoup_63,Jsoup,63,MFMH,pure_addition,1,0.82,14,3
Jsoup_64,Jsoup,64,SFMH,mix,1,0.50,1,1
Jsoup_65,Jsoup,65,MFMH,mix,1,0.33,4,8
Jsoup_66,Jsoup,66,SFMH,mix,1,0.38,5,8
Jsoup_67,Jsoup,67,SFMH,pure_deletion,0,0.00,0,4
Jsoup_68,Jsoup,68,SH,pure_addition,1,0.80,4,1
Jsoup_69,Jsoup,69,SH,pure_deletion,0,0.00,0,5
Jsoup_70,Jsoup,70,SFMH,mix,1,0.29,2,5
Jsoup_71,Jsoup,71,MFMH,pure_deletion,0,0.00,0,48
Jsoup_72,Jsoup,72,SH,pure_deletion,0,0.00,0,2
Jsoup_73,Jsoup,73,SFMH,mix,1,0.30,3,7
Jsoup_74,Jsoup,74,SFMH,mix,1,0.20,1,4
Jsoup_75,Jsoup,75,SH,pure_addition,1,0.67,2,1
Jsoup_76,Jsoup,76,SL,pure_deletion,0,0.00,0,1
Jsoup_77,Jsoup,77,SL,mix,1,0.50,1,1
Jsoup_78,Jsoup,78,SFMH,pure_deletion,0,0.00,0,5
Jsoup_79,Jsoup,79,SFMH,mix,1,0.25,1,3
Jsoup_80,Jsoup,80,SFMH,pure_deletion,0,0.00,0,2
Jsoup_81,Jsoup,81,SFMH,pure_deletion,0,0.00,0,6
Jsoup_82,Jsoup,82,SFMH,pure_deletion,0,0.00,0,3
Jsoup_83,Jsoup,83,MFMH,mix,1,0.22,2,7
Jsoup_84,Jsoup,84,SH,mix,1,0.33,1,2
Jsoup_85,Jsoup,85,SFMH,mix,1,0.33,1,2
Jsoup_86,Jsoup,86,SL,mix,1,0.50,1,1
Jsoup_87,Jsoup,87,MFMH,mix,1,0.46,55,64
Jsoup_88,Jsoup,88,SL,mix,1,0.50,1,1
Jsoup_89,Jsoup,89,SFMH,mix,1,0.33,1,2
Jsoup_90,Jsoup,90,SH,pure_deletion,0,0.00,0,2
Jsoup_91,Jsoup,91,MFMH,pure_deletion,0,0.00,0,15
Jsoup_92,Jsoup,92,MFMH,mix,1,0.05,2,35
Jsoup_93,Jsoup,93,SL,pure_deletion,0,0.00,0,1
Time_1,Time,1,MFMH,mix,1,0.29,4,10
Time_2,Time,2,MFMH,mix,1,0.12,1,7
Time_3,Time,3,SFMH,pure_deletion,0,0.00,0,20
Time_4,Time,4,SL,mix,1,0.50,1,1
Time_5,Time,5,SFMH,mix,1,0.33,6,12
Time_6,Time,6,SFMH,pure_deletion,0,0.00,0,26
Time_7,Time,7,SFMH,mix,1,0.50,1,1
Time_8,Time,8,SFMH,mix,1,0.29,2,5
Time_9,Time,9,SFMH,mix,1,0.23,3,10
Time_10,Time,10,SFMH,mix,1,0.33,1,2
Time_11,Time,11,SH,mix,1,0.44,4,5
Time_12,Time,12,MFMH,mix,1,0.12,2,14
Time_13,Time,13,SFMH,mix,1,0.17,1,5
Time_14,Time,14,SFMH,pure_deletion,0,0.00,0,5
Time_15,Time,15,SH,pure_deletion,0,0.00,0,3
Time_16,Time,16,SL,mix,1,0.50,1,1
Time_17,Time,17,SFMH,mix,1,0.22,5,18
Time_18,Time,18,SFMH,pure_deletion,0,0.00,0,12
Time_19,Time,19,SL,mix,1,0.50,1,1
Time_20,Time,20,SFMH,mix,1,0.20,2,8
Time_22,Time,22,SFMH,mix,1,0.14,1,6
Time_23,Time,23,SFMH,mix,1,0.47,8,9
Time_24,Time,24,SH,pure_deletion,0,0.00,0,5
Time_25,Time,25,SH,pure_deletion,0,0.00,0,9
Time_26,Time,26,MFMH,mix,1,0.32,8,17
Time_27,Time,27,SFMH,pure_deletion,0,0.00,0,2
Compress_1,Compress,1,SL,pure_deletion,0,0.00,0,1
Compress_2,Compress,2,SFMH,mix,1,0.18,7,32
Compress_3,Compress,3,SFMH,pure_deletion,0,0.00,0,6
Compress_4,Compress,4,MFMH,mix,1,0.75,3,1
Compress_5,Compress,5,SH,mix,1,0.25,2,6
Compress_6,Compress,6,SFMH,mix,1,0.33,3,6
Compress_7,Compress,7,SFMH,mix,1,0.40,2,3
Compress_8,Compress,8,SFMH,mix,1,0.25,10,30
Compress_9,Compress,9,SFMH,mix,1,0.10,1,9
Compress_10,Compress,10,SFMH,mix,1,0.25,2,6
Compress_11,Compress,11,SFMH,pure_deletion,0,0.00,0,2
Compress_12,Compress,12,SH,mix,1,0.12,1,7
Compress_13,Compress,13,SH,pure_deletion,0,0.00,0,4
Compress_14,Compress,14,SH,pure_addition,1,0.89,8,1
Compress_15,Compress,15,SFMH,mix,1,0.50,5,5
Compress_16,Compress,16,SFMH,mix,1,0.33,1,2
Compress_17,Compress,17,SFMH,mix,1,0.33,1,2
Compress_18,Compress,18,SFMH,pure_deletion,0,0.00,0,3
Compress_19,Compress,19,SL,mix,1,0.50,1,1
Compress_20,Compress,20,SFMH,mix,1,0.50,6,6
Compress_21,Compress,21,SFMH,pure_addition,1,0.60,3,2
Compress_22,Compress,22,SFMH,pure_addition,1,0.77,17,5
Compress_23,Compress,23,SL,mix,1,0.50,1,1
Compress_24,Compress,24,SFMH,pure_addition,1,0.62,8,5
Compress_25,Compress,25,SL,pure_deletion,0,0.00,0,1
Compress_26,Compress,26,SH,pure_deletion,0,0.00,0,11
Compress_27,Compress,27,SH,pure_addition,1,1.00,4,0
Compress_28,Compress,28,SFMH,mix,1,0.20,1,4
Compress_29,Compress,29,MFMH,pure_deletion,0,0.00,0,20
Compress_30,Compress,30,SH,pure_deletion,0,0.00,0,3
Compress_31,Compress,31,SH,pure_addition,1,1.00,3,0
Compress_32,Compress,32,SFMH,mix,1,0.50,2,2
Compress_33,Compress,33,MFMH,pure_deletion,0,0.00,0,15
Compress_34,Compress,34,SFMH,mix,1,0.33,1,2
Compress_35,Compress,35,SFMH,pure_addition,1,0.86,6,1
Compress_36,Compress,36,SH,pure_deletion,0,0.00,0,3
Compress_37,Compress,37,SH,mix,1,0.25,1,3
Compress_38,Compress,38,SL,mix,1,0.50,1,1
Compress_39,Compress,39,SFMH,mix,1,0.11,1,8
Compress_40,Compress,40,SFMH,mix,1,0.03,1,28
Compress_41,Compress,41,SFMH,mix,1,0.33,1,2
Compress_42,Compress,42,MFMH,mix,1,0.33,1,2
Compress_43,Compress,43,SFMH,mix,1,0.50,5,5
Compress_44,Compress,44,SFMH,pure_deletion,0,0.00,0,6
Compress_45,Compress,45,SFMH,mix,1,0.33,1,2
Compress_46,Compress,46,SH,pure_addition,1,0.67,2,1
Compress_47,Compress,47,SFMH,mix,1,0.07,1,14
Mockito_1,Mockito,1,SH,mix,1,0.08,1,12
Mockito_2,Mockito,2,SFMH,pure_deletion,0,0.00,0,7
Mockito_3,Mockito,3,SFMH,mix,1,0.15,3,17
Mockito_4,Mockito,4,SFMH,mix,1,0.29,2,5
Mockito_5,Mockito,5,SL,mix,1,0.50,1,1
Mockito_6,Mockito,6,SFMH,mix,1,0.50,20,20
Mockito_7,Mockito,7,SL,pure_deletion,0,0.00,0,1
Mockito_8,Mockito,8,SL,mix,1,0.50,1,1
Mockito_9,Mockito,9,SFMH,pure_deletion,0,0.00,0,5
Mockito_10,Mockito,10,SFMH,mix,1,0.33,5,10
Mockito_11,Mockito,11,SFMH,mix,1,0.10,1,9
Mockito_12,Mockito,12,SFMH,pure_deletion,0,0.00,0,4
Mockito_13,Mockito,13,SFMH,mix,1,0.25,1,3
Mockito_14,Mockito,14,MFMH,mix,1,0.17,1,5
Mockito_15,Mockito,15,SFMH,pure_deletion,0,0.00,0,3
Mockito_16,Mockito,16,MFMH,mix,1,0.44,4,5
Mockito_17,Mockito,17,MFMH,mix,1,0.18,2,9
Mockito_18,Mockito,18,SH,pure_deletion,0,0.00,0,2
Mockito_19,Mockito,19,MFMH,mix,1,0.24,8,26
Mockito_20,Mockito,20,SFMH,mix,1,0.40,2,3
Mockito_21,Mockito,21,SFMH,mix,1,0.17,4,20
Mockito_22,Mockito,22,SH,mix,1,0.25,1,3
Mockito_23,Mockito,23,SFMH,mix,1,0.14,3,18
Mockito_24,Mockito,24,SL,mix,1,0.50,1,1
Mockito_25,Mockito,25,SFMH,mix,1,0.17,6,29
Mockito_26,Mockito,26,SL,mix,1,0.50,1,1
Mockito_27,Mockito,27,SH,pure_addition,1,0.67,2,1
Mockito_28,Mockito,28,SH,mix,1,0.33,1,2
Mockito_29,Mockito,29,SL,mix,1,0.50,1,1
Mockito_30,Mockito,30,MFMH,mix,1,0.40,2,3
Mockito_31,Mockito,31,SFMH,mix,1,0.25,1,3
Mockito_32,Mockito,32,SFMH,mix,1,0.17,1,5
Mockito_33,Mockito,33,SFMH,mix,1,0.08,1,12
Mockito_34,Mockito,34,SL,mix,1,0.50,1,1
Mockito_35,Mockito,35,SFMH,mix,1,0.50,3,3
Mockito_36,Mockito,36,SFMH,pure_deletion,0,0.00,0,4
Mockito_37,Mockito,37,SFMH,pure_deletion,0,0.00,0,8
Mockito_38,Mockito,38,SL,mix,1,0.50,1,1
JacksonCore_1,JacksonCore,1,MFMH,mix,1,0.13,2,13
JacksonCore_2,JacksonCore,2,MFMH,mix,1,0.06,3,49
JacksonCore_3,JacksonCore,3,SFMH,pure_deletion,0,0.00,0,2
JacksonCore_4,JacksonCore,4,SFMH,mix,1,0.20,1,4
JacksonCore_5,JacksonCore,5,SL,mix,1,0.50,1,1
JacksonCore_6,JacksonCore,6,SH,mix,1,0.18,2,9
JacksonCore_7,JacksonCore,7,SH,pure_deletion,0,0.00,0,3
JacksonCore_8,JacksonCore,8,SL,mix,1,0.50,1,1
JacksonCore_9,JacksonCore,9,MFMH,pure_deletion,0,0.00,0,18
JacksonCore_10,JacksonCore,10,SFMH,mix,1,0.33,2,4
JacksonCore_11,JacksonCore,11,SL,pure_deletion,0,0.00,0,1
JacksonCore_12,JacksonCore,12,MFMH,mix,1,0.29,6,15
JacksonCore_13,JacksonCore,13,SH,pure_deletion,0,0.00,0,8
JacksonCore_14,JacksonCore,14,SFMH,mix,1,0.50,3,3
JacksonCore_15,JacksonCore,15,SFMH,pure_deletion,0,0.00,0,9
JacksonCore_16,JacksonCore,16,SFMH,mix,1,0.30,6,14
JacksonCore_17,JacksonCore,17,SFMH,mix,1,0.06,3,44
JacksonCore_18,JacksonCore,18,MFMH,mix,1,0.40,8,12
JacksonCore_19,JacksonCore,19,MFMH,pure_deletion,0,0.00,0,8
JacksonCore_20,JacksonCore,20,SH,mix,1,0.09,1,10
JacksonCore_21,JacksonCore,21,SFMH,pure_deletion,0,0.00,0,2
JacksonCore_22,JacksonCore,22,SFMH,mix,1,0.16,3,16
JacksonCore_23,JacksonCore,23,SH,pure_deletion,0,0.00,0,4
JacksonCore_24,JacksonCore,24,MFMH,mix,1,0.31,8,18
JacksonCore_25,JacksonCore,25,SL,mix,1,0.50,1,1
JacksonCore_26,JacksonCore,26,SL,pure_deletion,0,0.00,0,1
JacksonDatabind_1,JacksonDatabind,1,SL,pure_deletion,0,0.00,0,1
JacksonDatabind_2,JacksonDatabind,2,SFMH,pure_deletion,0,0.00,0,20
JacksonDatabind_3,JacksonDatabind,3,SFMH,mix,1,0.50,2,2
JacksonDatabind_4,JacksonDatabind,4,SFMH,pure_deletion,0,0.00,0,8
JacksonDatabind_5,JacksonDatabind,5,SFMH,pure_deletion,0,0.00,0,5
JacksonDatabind_6,JacksonDatabind,6,SFMH,mix,1,0.13,4,27
JacksonDatabind_7,JacksonDatabind,7,SFMH,pure_deletion,0,0.00,0,12
JacksonDatabind_8,JacksonDatabind,8,SFMH,mix,1,0.08,1,12
JacksonDatabind_9,JacksonDatabind,9,SFMH,mix,1,0.14,1,6
JacksonDatabind_10,JacksonDatabind,10,MFMH,mix,1,0.14,3,19
JacksonDatabind_11,JacksonDatabind,11,SFMH,mix,1,0.50,2,2
JacksonDatabind_12,JacksonDatabind,12,SH,mix,1,0.25,1,3
JacksonDatabind_13,JacksonDatabind,13,MFMH,pure_deletion,0,0.00,0,6
JacksonDatabind_14,JacksonDatabind,14,SFMH,mix,1,0.07,1,14
JacksonDatabind_15,JacksonDatabind,15,MFMH,mix,1,0.19,8,35
JacksonDatabind_16,JacksonDatabind,16,SL,mix,1,0.50,1,1
JacksonDatabind_17,JacksonDatabind,17,SL,mix,1,0.50,1,1
JacksonDatabind_18,JacksonDatabind,18,SFMH,mix,1,0.20,16,66
JacksonDatabind_19,JacksonDatabind,19,SH,pure_deletion,0,0.00,0,3
JacksonDatabind_20,JacksonDatabind,20,SFMH,pure_deletion,0,0.00,0,2
JacksonDatabind_21,JacksonDatabind,21,SFMH,pure_deletion,0,0.00,0,17
JacksonDatabind_22,JacksonDatabind,22,MFMH,mix,1,0.32,17,36
JacksonDatabind_23,JacksonDatabind,23,SFMH,pure_deletion,0,0.00,0,29
JacksonDatabind_24,JacksonDatabind,24,SFMH,pure_addition,1,0.67,2,1
JacksonDatabind_25,JacksonDatabind,25,MFMH,mix,1,0.50,4,4
JacksonDatabind_26,JacksonDatabind,26,SFMH,mix,1,0.25,1,3
JacksonDatabind_27,JacksonDatabind,27,SL,mix,1,0.50,1,1
JacksonDatabind_28,JacksonDatabind,28,SFMH,pure_addition,1,0.57,4,3
JacksonDatabind_29,JacksonDatabind,29,SFMH,pure_deletion,0,0.00,0,7
JacksonDatabind_30,JacksonDatabind,30,MFMH,pure_deletion,0,0.00,0,17
JacksonDatabind_31,JacksonDatabind,31,SFMH,mix,1,0.29,18,44
JacksonDatabind_32,JacksonDatabind,32,SFMH,pure_deletion,0,0.00,0,3
JacksonDatabind_33,JacksonDatabind,33,SH,mix,1,0.20,1,4
JacksonDatabind_34,JacksonDatabind,34,SL,mix,1,0.50,1,1
JacksonDatabind_35,JacksonDatabind,35,SFMH,mix,1,0.40,4,6
JacksonDatabind_36,JacksonDatabind,36,SFMH,pure_deletion,0,0.00,0,11
JacksonDatabind_37,JacksonDatabind,37,SL,mix,1,0.50,1,1
JacksonDatabind_38,JacksonDatabind,38,MFMH,mix,1,0.11,4,33
JacksonDatabind_39,JacksonDatabind,39,SFMH,pure_deletion,0,0.00,0,10
JacksonDatabind_40,JacksonDatabind,40,SFMH,pure_deletion,0,0.00,0,9
JacksonDatabind_41,JacksonDatabind,41,SFMH,mix,1,0.25,2,6
JacksonDatabind_42,JacksonDatabind,42,SH,pure_deletion,0,0.00,0,3
JacksonDatabind_43,JacksonDatabind,43,SFMH,mix,1,0.40,2,3
JacksonDatabind_44,JacksonDatabind,44,SFMH,pure_deletion,0,0.00,0,26
JacksonDatabind_45,JacksonDatabind,45,SH,mix,1,0.33,1,2
JacksonDatabind_46,JacksonDatabind,46,SL,mix,1,0.50,1,1
JacksonDatabind_47,JacksonDatabind,47,SFMH,pure_deletion,0,0.00,0,9
JacksonDatabind_48,JacksonDatabind,48,MFMH,pure_deletion,0,0.00,0,12
JacksonDatabind_49,JacksonDatabind,49,SFMH,pure_deletion,0,0.00,0,2
JacksonDatabind_50,JacksonDatabind,50,SFMH,pure_deletion,0,0.00,0,42
JacksonDatabind_51,JacksonDatabind,51,SFMH,pure_deletion,0,0.00,0,2
JacksonDatabind_52,JacksonDatabind,52,MFMH,mix,1,0.06,1,15
JacksonDatabind_53,JacksonDatabind,53,MFMH,mix,1,0.22,21,76
JacksonDatabind_54,JacksonDatabind,54,SFMH,mix,1,0.50,2,2
JacksonDatabind_55,JacksonDatabind,55,SFMH,mix,1,0.04,1,27
JacksonDatabind_56,JacksonDatabind,56,SFMH,mix,1,0.14,2,12
JacksonDatabind_57,JacksonDatabind,57,SL,mix,1,0.50,1,1
JacksonDatabind_58,JacksonDatabind,58,SFMH,pure_deletion,0,0.00,0,5
JacksonDatabind_59,JacksonDatabind,59,MFMH,pure_deletion,0,0.00,0,46
JacksonDatabind_60,JacksonDatabind,60,SFMH,mix,1,0.01,1,88
JacksonDatabind_61,JacksonDatabind,61,MFMH,pure_deletion,0,0.00,0,9
JacksonDatabind_62,JacksonDatabind,62,SH,pure_deletion,0,0.00,0,8
JacksonDatabind_63,JacksonDatabind,63,SFMH,mix,1,0.14,2,12
JacksonDatabind_64,JacksonDatabind,64,SFMH,mix,1,0.22,2,7
JacksonDatabind_66,JacksonDatabind,66,SFMH,mix,1,0.12,1,7
JacksonDatabind_67,JacksonDatabind,67,SFMH,mix,1,0.40,2,3
JacksonDatabind_68,JacksonDatabind,68,SFMH,mix,1,0.52,34,32
JacksonDatabind_69,JacksonDatabind,69,SFMH,mix,1,0.38,6,10
JacksonDatabind_70,JacksonDatabind,70,SL,mix,1,0.50,1,1
JacksonDatabind_71,JacksonDatabind,71,SL,mix,1,0.50,1,1
JacksonDatabind_72,JacksonDatabind,72,SFMH,mix,1,0.25,1,3
JacksonDatabind_73,JacksonDatabind,73,MFMH,mix,1,0.22,2,7
JacksonDatabind_74,JacksonDatabind,74,SH,pure_deletion,0,0.00,0,7
JacksonDatabind_75,JacksonDatabind,75,SFMH,mix,1,0.45,5,6
JacksonDatabind_76,JacksonDatabind,76,SH,pure_addition,1,0.95,21,1
JacksonDatabind_77,JacksonDatabind,77,SFMH,mix,1,0.06,1,16
JacksonDatabind_78,JacksonDatabind,78,SFMH,pure_deletion,0,0.00,0,25
JacksonDatabind_79,JacksonDatabind,79,MFMH,mix,1,0.28,5,13
JacksonDatabind_80,JacksonDatabind,80,SFMH,pure_deletion,0,0.00,0,4
JacksonDatabind_81,JacksonDatabind,81,SFMH,mix,1,0.09,3,32
JacksonDatabind_82,JacksonDatabind,82,SL,mix,1,0.50,1,1
JacksonDatabind_83,JacksonDatabind,83,SFMH,pure_addition,1,1.00,2,0
JacksonDatabind_84,JacksonDatabind,84,SH,pure_deletion,0,0.00,0,7
JacksonDatabind_85,JacksonDatabind,85,SFMH,mix,1,0.22,11,38
JacksonDatabind_86,JacksonDatabind,86,SH,pure_deletion,0,0.00,0,7
JacksonDatabind_87,JacksonDatabind,87,SFMH,mix,1,0.35,7,13
JacksonDatabind_88,JacksonDatabind,88,SFMH,pure_deletion,0,0.00,0,4
JacksonDatabind_90,JacksonDatabind,90,MFMH,mix,1,0.10,1,9
JacksonDatabind_91,JacksonDatabind,91,SFMH,mix,1,0.10,1,9
JacksonDatabind_92,JacksonDatabind,92,SFMH,pure_deletion,0,0.00,0,6
JacksonDatabind_93,JacksonDatabind,93,SH,mix,1,0.50,2,2
JacksonDatabind_94,JacksonDatabind,94,SFMH,pure_deletion,0,0.00,0,5
JacksonDatabind_95,JacksonDatabind,95,MFMH,mix,1,0.50,4,4
JacksonDatabind_96,JacksonDatabind,96,SL,mix,1,0.50,1,1
JacksonDatabind_97,JacksonDatabind,97,SL,mix,1,0.50,1,1
JacksonDatabind_98,JacksonDatabind,98,SH,mix,1,0.09,1,10
JacksonDatabind_99,JacksonDatabind,99,SL,pure_deletion,0,0.00,0,1
JacksonDatabind_100,JacksonDatabind,100,SFMH,pure_addition,1,0.75,9,3
JacksonDatabind_101,JacksonDatabind,101,SFMH,mix,1,0.17,1,5
JacksonDatabind_102,JacksonDatabind,102,SH,pure_addition,1,1.00,3,0
JacksonDatabind_103,JacksonDatabind,103,MFMH,mix,1,0.43,24,32
JacksonDatabind_104,JacksonDatabind,104,SFMH,pure_deletion,0,0.00,0,20
JacksonDatabind_105,JacksonDatabind,105,SFMH,mix,1,0.17,1,5
JacksonDatabind_106,JacksonDatabind,106,SFMH,pure_deletion,0,0.00,0,6
JacksonDatabind_107,JacksonDatabind,107,SL,mix,1,0.50,1,1
JacksonDatabind_108,JacksonDatabind,108,SFMH,mix,1,0.03,1,31
JacksonDatabind_109,JacksonDatabind,109,MFMH,pure_deletion,0,0.00,0,51
JacksonDatabind_110,JacksonDatabind,110,SFMH,mix,1,0.25,1,3
JacksonDatabind_111,JacksonDatabind,111,MFMH,mix,1,0.38,9,15
JacksonDatabind_112,JacksonDatabind,112,SFMH,mix,1,0.20,1,4
Lang_1,Lang,1,SFMH,mix,1,0.15,2,11
Lang_3,Lang,3,SFMH,pure_deletion,0,0.00,0,4
Lang_4,Lang,4,SFMH,mix,1,0.50,4,4
Lang_5,Lang,5,SFMH,pure_deletion,0,0.00,0,21
Lang_6,Lang,6,SL,mix,1,0.50,1,1
Lang_7,Lang,7,SFMH,mix,1,0.50,3,3
Lang_8,Lang,8,SFMH,mix,1,0.67,2,1
Lang_9,Lang,9,SH,pure_deletion,0,0.00,0,3
Lang_10,Lang,10,SFMH,pure_addition,1,1.00,9,0
Lang_11,Lang,11,SH,pure_deletion,0,0.00,0,4
Lang_12,Lang,12,SFMH,pure_deletion,0,0.00,0,7
Lang_13,Lang,13,SFMH,pure_deletion,0,0.00,0,19
Lang_14,Lang,14,SFMH,pure_deletion,0,0.00,0,3
Lang_15,Lang,15,SFMH,mix,1,0.50,4,4
Lang_16,Lang,16,SL,mix,1,0.50,1,1
Lang_17,Lang,17,SFMH,pure_addition,1,0.75,9,3
Lang_19,Lang,19,SFMH,mix,1,0.25,3,9
Lang_20,Lang,20,SFMH,mix,1,0.50,2,2
Lang_21,Lang,21,SL,mix,1,0.50,1,1
Lang_22,Lang,22,SFMH,mix,1,0.12,1,7
Lang_23,Lang,23,SFMH,pure_deletion,0,0.00,0,31
Lang_24,Lang,24,SL,mix,1,0.50,1,1
Lang_26,Lang,26,SL,mix,1,0.50,1,1
Lang_27,Lang,27,SFMH,mix,1,0.20,1,4
Lang_28,Lang,28,SFMH,pure_deletion,0,0.00,0,6
Lang_29,Lang,29,SL,mix,1,0.50,1,1
Lang_30,Lang,30,SFMH,mix,1,0.10,5,43
Lang_31,Lang,31,SFMH,pure_deletion,0,0.00,0,8
Lang_32,Lang,32,SFMH,mix,1,0.32,8,17
Lang_33,Lang,33,SL,mix,1,0.50,1,1
Lang_34,Lang,34,SFMH,mix,1,0.50,2,2
Lang_35,Lang,35,SFMH,mix,1,0.50,2,2
Lang_36,Lang,36,SFMH,mix,1,0.10,1,9
Lang_37,Lang,37,SFMH,pure_deletion,0,0.00,0,8
Lang_38,Lang,38,SL,pure_deletion,0,0.00,0,1
Lang_39,Lang,39,SH,pure_deletion,0,0.00,0,3
Lang_40,Lang,40,SH,mix,1,0.11,1,8
Lang_41,Lang,41,SFMH,mix,1,0.09,2,21
Lang_42,Lang,42,SFMH,mix,1,0.22,2,7
Lang_43,Lang,43,SL,pure_deletion,0,0.00,0,1
Lang_44,Lang,44,SH,pure_deletion,0,0.00,0,3
Lang_45,Lang,45,SH,pure_deletion,0,0.00,0,3
Lang_46,Lang,46,SFMH,mix,1,0.41,7,10
Lang_47,Lang,47,SFMH,pure_deletion,0,0.00,0,6
Lang_49,Lang,49,SH,pure_deletion,0,0.00,0,3
Lang_50,Lang,50,SFMH,pure_addition,1,0.62,10,6
Lang_51,Lang,51,SL,pure_deletion,0,0.00,0,1
Lang_52,Lang,52,SH,pure_deletion,0,0.00,0,4
Lang_53,Lang,53,SFMH,mix,1,0.50,2,2
Lang_54,Lang,54,SH,pure_deletion,0,0.00,0,3
Lang_55,Lang,55,SFMH,pure_deletion,0,0.00,0,2
Lang_56,Lang,56,SFMH,mix,1,0.25,2,6
Lang_57,Lang,57,SL,mix,1,0.50,1,1
Lang_58,Lang,58,SH,pure_addition,1,0.67,2,1
Lang_59,Lang,59,SL,mix,1,0.50,1,1
Lang_60,Lang,60,SFMH,mix,1,0.50,2,2
Lang_61,Lang,61,SL,mix,1,0.50,1,1
Lang_62,Lang,62,SFMH,pure_deletion,0,0.00,0,8
Lang_63,Lang,63,SFMH,pure_addition,1,0.87,20,3
Lang_64,Lang,64,SFMH,pure_deletion,0,0.00,0,21
Lang_65,Lang,65,SFMH,pure_deletion,0,0.00,0,30
Collections_1,Collections,1,SFMH,pure_deletion,0,0.00,0,6
Collections_2,Collections,2,SFMH,mix,1,0.13,2,13
Collections_3,Collections,3,SL,mix,1,0.50,1,1
Collections_4,Collections,4,SFMH,mix,1,0.46,6,7
Collections_5,Collections,5,SFMH,mix,1,0.17,1,5
Collections_6,Collections,6,SFMH,mix,1,0.50,6,6
Collections_7,Collections,7,SFMH,mix,1,0.35,14,26
Collections_8,Collections,8,SFMH,mix,1,0.25,1,3
Collections_9,Collections,9,SL,mix,1,0.50,1,1
Collections_10,Collections,10,SFMH,mix,1,0.40,2,3
Collections_11,Collections,11,SH,pure_deletion,0,0.00,0,4
Collections_12,Collections,12,SH,mix,1,0.33,1,2
Collections_13,Collections,13,SH,mix,1,0.20,1,4
Collections_14,Collections,14,SH,mix,1,0.17,1,5
Collections_15,Collections,15,SFMH,mix,1,0.50,3,3
Collections_16,Collections,16,SH,mix,1,0.05,1,20
Collections_17,Collections,17,SFMH,mix,1,0.17,1,5
Collections_18,Collections,18,SFMH,mix,1,0.35,7,13
Collections_19,Collections,19,SFMH,mix,1,0.29,2,5
Collections_20,Collections,20,SFMH,pure_addition,1,0.62,5,3
Collections_21,Collections,21,SFMH,mix,1,0.33,1,2
Collections_22,Collections,22,SFMH,mix,1,0.33,2,4
Collections_23,Collections,23,SH,mix,1,0.14,1,6
Collections_24,Collections,24,SFMH,mix,1,0.12,1,7
Collections_25,Collections,25,SFMH,mix,1,0.25,3,9
Collections_26,Collections,26,SL,mix,1,0.50,1,1
Collections_27,Collections,27,SH,pure_deletion,0,0.00,0,7
Collections_28,Collections,28,SH,pure_deletion,0,0.00,0,10
